sample_id,collection_date,dilution,name,site_name,sewershed_pop,Influenza_A_num_wells,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_lci,Influenza_A_gc_g_dry_weight_uci,Influenza_A_gc_g_dry_weight_pmmov,Influenza_A_gc_g_dry_weight_pmmov_lci,Influenza_A_gc_g_dry_weight_pmmov_uci,Influenza_A_gc_g_dry_weight_trimmed5,Influenza_A_gc_g_dry_weight_trimmed5_pmmov
"110-221230","2022-12-30",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,105994.38828282827,96662.5599191919,115327.13187878786,0.0008178670716686557,0.000704719570542281,0.0009310145727950305,116639.73608395504,0.0006118876467883131
"110-230103","2023-01-03",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,4,33483.069623045274,25985.30569218107,41540.03205925926,0.00036311285982508067,0.00025931273406321493,0.0004669129855869464,74028.94883084674,0.0005305564367431504
"110-230104","2023-01-04",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,17333.498453333334,12502.057213968255,21874.026646349208,0.00011448241505027631,0.00007722120462713583,0.0001517436254734168,54348.2806889516,0.0004094962292634271
"110-230106","2023-01-06",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,2,82609.38858666667,70406.26525866668,96148.97834666667,0.0005738734415331678,0.0003981138490056497,0.0007496330340606859,32589.650644507154,0.00025636588710246325
"110-230109","2023-01-09",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,46952.38385714286,36329.686638095234,56526.74606666665,0.0002915023864320328,0.00021359762299905886,0.0003694071498650068,36794.96430921944,0.0002085534191507425
"110-230111","2023-01-11",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,3,9217.38954048309,3655.9807505313997,15780.455822222219,0.00001747870227781345,0.0000045043874100196015,0.000030453017145607296,40315.385194744966,0.0002194660564859347
"110-230113","2023-01-13",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,3,46099.01061718213,37499.37536219931,55923.90761786941,0.00021967545596991838,0.0001634951065015632,0.00027585580543827357,31710.490852010873,0.00016487024613955233
"110-230116","2023-01-16",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,27894.76110990991,22459.68312072072,33127.92219819819,0.0001472203270558528,0.00011332187254606364,0.00018111878156564195,19416.617159777856,0.00010444810717735477
"110-230118","2023-01-18",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,3,21137.700828940568,15600.941287855296,27851.64441136951,0.00012771495539288583,0.0000801372838804536,0.00017529262690531806,20179.421667842365,0.00011382366046840163
"110-230120","2023-01-20",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,2679.8566840771346,1392.6236094765839,4587.957024793388,0.000038409039083325725,0.0000065596947745359135,0.00007025838339211554,12266.264587147758,0.00007755323114422595
"110-230123","2023-01-23",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,5,11505.803064676616,8369.809361194031,15341.735004975128,0.00006653569895646627,0.00003376431441418463,0.0000993070834987479,12266.264587147758,0.00007755323114422595
"110-230125","2023-01-25",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,4155.289867826087,2915.3199733333336,5615.934945507246,0.000028804494957764808,0.00001759783101402062,0.000040011158901508996,7103.396897797197,0.00004458307766585227
"110-230127","2023-01-27",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,2,126234.29578544064,85137.75822222223,170568.151908046,0.00026697979406384547,0.0001614954710468401,0.00037246411708085085,7103.396897797197,0.000041612921081323505
"110-230130","2023-01-30",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,3,5649.09776088889,2935.6098835555554,9671.442373333335,0.000025531154445504237,0.000004628545772372493,0.000046433763118635985,3937.9761213099005,0.000027944739577669494
"110-230201","2023-02-01",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,2009.5407352147238,1044.2848340286298,3440.365956973414,0.000029498569329739438,0.000003228637255802977,0.0000557685014036759,2552.8794987012047,0.00001834324125841456
"110-230203","2023-02-03",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,3,0,0,0,0,0,0,669.8469117382413,0.00000851038481516808
"110-230206","2023-02-06",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,2,0,0,0,0,0,0,0,0
"110-230208","2023-02-08",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,3,0,0,0,0,0,0,0,0
"110-230210","2023-02-10",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,5,0,0,0,0,0,0,0,0
"110-230213","2023-02-13",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,4,0,0,0,0,0,0,0,0
"110-230215","2023-02-15",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,0,0,0,0,0,0,0,0
"110-230217","2023-02-17",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,0,0,0,0,0,0,0,0
"110-230220","2023-02-20",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,0,0,0,0,0,0,0,0
"110-230222","2023-02-22",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,5,0,0,0,0,0,0,0,0
"110-230224","2023-02-24",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,0,0,0,0,0,0,0,0
"110-230227","2023-02-27",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,5,0,0,0,0,0,0,0,0
"110-230301","2023-03-01",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,0,0,0,0,0,0,0,0
"110-230303","2023-03-03",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,5,0,0,0,0,0,0,0,0
"110-230306","2023-03-06",1,"Penacook, Concord, NH","Penacook Wastewater Treatment Facility",4000,6,0,0,0,0,0,0,0,0
"42-220516","2022-05-16",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,21378.23246965174,15979.176135323381,27876.054463681587,0.00007323816912549243,0.00004795644936454304,0.00009851988888644181,7911.498016000001,0.000026574797141263984
"42-220517","2022-05-17",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,7911.498016000001,4276.374976000001,12636.782064000003,0.000026574797141263984,0.000009516043070357914,0.00004363355121217006,7396.343216226951,0.000017145905873306857
"42-220518","2022-05-18",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,7311.357449830313,0.000022744555795875775
"42-220523","2022-05-23",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,4,6881.188416453901,3951.478511205674,10991.147223829787,0.00000771701460534973,0.0000029459381165459617,0.000012488091094153498,7311.357449830313,0.000022744555795875775
"42-220524","2022-05-24",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,7141.385917037037,4379.062740740741,10876.44585925926,0.000033941855641013614,0.000014494220375922044,0.00005338949090610518,7034.202057244232,0.000025934830391098856
"42-220525","2022-05-25",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,18334.827341772154,13532.425275949367,24158.103561181433,0.00012689258016954343,0.0000795715901749541,0.00017421357016413275,7034.202057244232,0.000028040642760651476
"42-220531","2022-05-31",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,7080.031838241758,4551.23862974359,10407.77182007326,0.00003614562092693322,0.000016340871826425617,0.00005595037002744083,6832.394955463303,0.000028040642760651476
"42-220601","2022-06-01",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,6275.767111111111,3319.059523678161,9558.101267126436,0.00001403445171400759,0.000006019410164787706,0.000022049493263227476,4451.932983117623,0.000016726690880313603
"42-220602","2022-06-02",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,2091.9223703703706,0.000004678150571335864
"42-220606","2022-06-06",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,4,0,0,0,0,0,0,0,0
"42-220607","2022-06-07",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220608","2022-06-08",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220613","2022-06-13",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220614","2022-06-14",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220615","2022-06-15",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,4,0,0,0,0,0,0,0,0
"42-220620","2022-06-20",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,4,0,0,0,0,0,0,0,0
"42-220621","2022-06-21",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,4,0,0,0,0,0,0,0,0
"42-220622","2022-06-22",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220627","2022-06-27",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220628","2022-06-28",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220629","2022-06-29",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220705","2022-07-05",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220706","2022-07-06",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220707","2022-07-07",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,2,0,0,0,0,0,0,0,0
"42-220711","2022-07-11",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220712","2022-07-12",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220713","2022-07-13",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220718","2022-07-18",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220719","2022-07-19",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220720","2022-07-20",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220725","2022-07-25",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220726","2022-07-26",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220727","2022-07-27",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220801","2022-08-01",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220802","2022-08-02",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220808","2022-08-08",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220809","2022-08-09",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220810","2022-08-10",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220815","2022-08-15",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220816","2022-08-16",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220817","2022-08-17",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220822","2022-08-22",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220823","2022-08-23",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,10353.86607746032,3538.6243386243386,15769.152414814818,0.00003307617462592932,0.000006845581247086394,0.000059306768004772236,0,0
"42-220824","2022-08-24",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220829","2022-08-29",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220830","2022-08-30",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220831","2022-08-31",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220906","2022-09-06",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220907","2022-09-07",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220912","2022-09-12",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220913","2022-09-13",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220914","2022-09-14",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220919","2022-09-19",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220920","2022-09-20",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220921","2022-09-21",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,8612.053734603174,5012.303117883598,13116.305467936507,0.000039917492650499704,0.00001634772852853743,0.00006348725677246197,0,0
"42-220926","2022-09-26",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-220927","2022-09-27",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-220928","2022-09-28",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-221003","2022-10-03",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,1686.2141392592591,0.000004559166347540086
"42-221004","2022-10-04",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,5058.642417777777,2904.9045041269837,8079.998077460317,0.000013677499042620258,0.000004247148170532562,0.000023107849914707956,1686.2141392592591,0.000004559166347540086
"42-221005","2022-10-05",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,21496.19498378379,15564.445981981982,28513.957794594593,0.000023655168204170288,0.000011076075748119557,0.00003623426066022102,2620.809683397893,0.000007445603545104624
"42-221010","2022-10-10",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,2620.809683397893,0.000007445603545104624
"42-221011","2022-10-11",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,2803.786632415902,1457.025880856269,4800.12427058104,0.00000865931159269361,0.0000022172895140861905,0.000015101333671301032,5963.87390089539,0.000010771493265621298
"42-221012","2022-10-12",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,934.5955441386341,0.000002886437197564537
"42-221017","2022-10-17",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,15087.835070270266,11404.061818618618,19490.62863183183,0.000025737954040692043,0.000017017394052297082,0.000034458514029087003,934.5955441386341,0.000002886437197564537
"42-221018","2022-10-18",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,2,0,0,0,0,0,0,0,0
"42-221019","2022-10-19",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,779.43435971223,0.000002422547872256255
"42-221024","2022-10-24",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,779.43435971223,0.000002422547872256255
"42-221025","2022-10-25",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,2338.30307913669,1214.8597256594721,4003.212034916066,0.000007267643616768765,0.000001901146156357102,0.000012634141077180428,2268.936551356674,0.00000702522513008747
"42-221026","2022-10-26",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,4468.506574933333,2566.020488533333,7137.397925333333,0.000013808031773493647,0.0000035018247547381196,0.000024114238792249175,4818.435569818213,0.00001640153843330041
"42-221031","2022-10-31",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,16692.46381639344,12213.256192349725,21129.61206557377,0.000036991982497547273,0.000022966664290804158,0.00005101730070429039,6184.324281016892,0.00001977256685361136
"42-221101","2022-11-01",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,7648.497055384614,4794.189945641026,10697.514584615385,0.000028128939909638824,0.000014849160595378146,0.0000414087192238995,9345.17064759467,0.000025323257238860514
"42-221102","2022-11-02",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,6435.969212732731,3966.9200105705704,9461.001232912911,0.000017380728877701613,0.0000029391790190410667,0.00003182227873636216,12764.002182148242,0.00003186034177880907
"42-221107","2022-11-07",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,13951.045674666666,10100.998878933333,18191.397983999996,0.000030460102929241105,0.00001931744955202298,0.00004160275630645923,15529.213382869326,0.00005373774675082838
"42-221108","2022-11-08",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,24988.097418556696,20040.069663230235,30690.606108591073,0.00010262419741360522,0.00004727206092268273,0.00015797633390452772,18750.84895503697,0.00005015500974018264
"42-221109","2022-11-09",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,106874.50901694917,95455.43909604519,118145.95887005651,0.0002739435181944137,0.0002329065893658797,0.00031498044702294776,30363.92849437572,0.0001163908431928697
"42-221115","2022-11-15",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,17313.403771887548,12064.17639068273,22365.57964337349,0.000006640966474875655,0.00000454007928723353,0.00000874185366251778,30363.92849437572,0.00012611301775574402
"42-221116","2022-11-16",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,48790.28429268291,40048.36663414633,56888.53767804878,0.00021608822923576272,0.00012920323500948346,0.00030297322346204195,33341.54381567553,0.00012863744830250655
"42-221121","2022-11-21",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,16882.2094835249,12052.164223754788,21808.569452873562,0.00005962662661786409,0.00003999165685658149,0.0000792615963791467,22705.518879289524,0.00006215602172576492
"42-221122","2022-11-22",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,33920.943382456135,26546.464336842106,42550.89285614035,0.00011019748905389283,0.0000775243043562659,0.00014287067375151976,25421.126924269443,0.0001056561759776742
"42-221123","2022-11-23",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,16703.34524822695,12484.9114893617,21780.29303829787,0.000016643949505537844,0.000010945762861933328,0.00002234213614914236,25421.126924269443,0.00008238189523961479
"42-221128","2022-11-28",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,25460.227906827306,19380.479447389556,31577.68479357429,0.00014714441226126567,0.00010446645118785257,0.00018982237333467876,54478.291975654865,0.00011155449045408197
"42-221129","2022-11-29",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,104053.70463768116,93082.86335072463,117175.08846376812,0.00007732157004708744,0.00006630966856473045,0.00008833347152944443,52029.33439346863,0.00011370006511230873
"42-221130","2022-11-30",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,119674.97550861422,107137.25858277154,131583.58172284646,0.0003215811258365696,0.0002740613785288399,0.0003691008731442993,80299.64182485787,0.0001493064999390741
"42-221205","2022-12-05",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,3,26574.07063589743,15589.677374358975,37431.603825641025,0.0001166342130285731,0.0000521367174648611,0.00018113170859228512,99687.37354189639,0.0001260322192010147
"42-221206","2022-12-06",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,110271.150200995,94004.74965970148,124132.6118527363,0.00018414087452738354,0.00015166380120854763,0.00021661794784621946,73860.82887463515,0.0001335019234026376
"42-221207","2022-12-07",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,84737.26578701299,71478.83956363637,97822.83337142857,0.000048904399836716265,0.00003932882330525239,0.00005847997636818014,73860.82887463515,0.00009203768766988971
"42-221212","2022-12-12",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,15256.935154022987,11672.718767816092,19394.795098850576,0.00009973068265195616,0.00006823181292502472,0.0001312295523788876,75540.42786011506,0.00011453990816949319
"42-221213","2022-12-13",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,126093.8291132275,111572.52801693122,141824.62137566137,0.00005974816732913985,0.000043753098672170084,0.00007574323598610961,46612.616843523225,0.0000694610832726041
"42-221214","2022-12-14",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,31612.867592337167,22431.269455938695,38513.26032183908,0.00018691751907054543,0.00011423141287721187,0.000259603625263879,60398.13795226139,0.00011546545635054716
"42-221219","2022-12-19",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,23487.71715121951,18381.44054634146,29463.30667967479,0.00001719385320515918,0.000012238650011334929,0.00002214905639898343,73630.84580705884,0.00019557678161323902
"42-221220","2022-12-20",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,182314.05247736623,165876.2237366255,198753.62383539093,0.0005158605546048155,0.00042389566418776206,0.0006078254450218688,43010.992815652025,0.00023608123082608691
"42-221221","2022-12-21",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,63185.84071561181,50537.632486075956,74116.12338227849,0.00034006465844003183,0.00025529428699463616,0.0004248350298854275,40302.60933527947,0.00019028160922446072
"42-221227","2022-12-27",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,34234.270139007094,27284.191012765954,41101.74653049644,0.00018126151496768346,0.00013648049217542115,0.00022604253775994576,41244.70576788701,0.00023561327526929108
"42-221228","2022-12-28",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,21461.980015686277,15840.489490196076,28278.467701960788,0.00004951865426566689,0.00003218051171092206,0.00006685679682041172,27752.341965164203,0.000151698488717928
"42-230103","2023-01-03",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,26314.006449042146,5007.29211954023,46314.53912030651,0.00018551365240015796,0.000022136097511015016,0.0003488912072893009,23494.91192405726,0.00010636682267309764
"42-230104","2023-01-04",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,22708.749307443362,18113.668680906147,28023.20745631068,0.00008832029878594254,0.00006451537003083918,0.0001121252275410459,19207.456756471784,0.00005680727151142338
"42-230109","2023-01-09",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,13426.801664468865,9606.743907399266,18146.63541684982,0.000014551768140581361,0.000008567558169533791,0.00002053597811162893,16529.063972732645,0.000045214634833031295
"42-230110","2023-01-10",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,13451.640946285712,6427.805764571427,19466.40015238095,0.00003258286148266072,0.000013741399636496553,0.00005142432332882489,10801.414926707983,0.000020625124617910903
"42-230111","2023-01-11",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,5525.802169369369,3173.1697888288286,8826.173640360359,0.000014740744230490628,0.000005444782397942646,0.000024036706063038607,7371.895961354923,0.000012910914188391195
"42-230117","2023-01-17",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,2410.205583673469,769.9121153741495,4126.926398548752,0.000009440230194101595,0.000002406946573989537,0.000016473513814213652,3699.6972677564586,0.000010989636023065721
"42-230118","2023-01-18",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,3163.0840502265373,1027.8911652038832,5544.695267831716,0.00000878793364460494,0.0000017017026398315959,0.000015874164649378286,3699.6972677564586,0.000010989636023065721
"42-230119","2023-01-19",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,1857.763211300002,0.000006076054612902178
"42-230120","2023-01-20",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,7793.223923060109,3966.7617433879773,12447.867888961746,0.00001588278590632843,0.000005677097551341393,0.000026088474261315466,1054.3613500755125,0.0000029293112148683137
"42-230123","2023-01-23",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-230124","2023-01-24",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-230125","2023-01-25",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-230130","2023-01-30",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,1443.278393997114,0.000004081485866302054
"42-230131","2023-01-31",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,4329.835181991342,1367.3613855584417,7965.072925367966,0.00001224445759890616,0.0000015256701208315802,0.00002296324507698074,1443.278393997114,0.000004081485866302054
"42-230201","2023-02-01",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,11241.761305310736,6893.376846101696,17121.438926101695,0.00003216516735271594,0.000010436928334428165,0.00005389340637100372,1443.278393997114,0.000004081485866302054
"42-230206","2023-02-06",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,1443.278393997114,0.000004081485866302054
"42-230207","2023-02-07",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
"42-230208","2023-02-08",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,5,0,0,0,0,0,0,0,0
"42-230213","2023-02-13",1,"South, Parker, CO","Parker Water and Sanitation District South Water Reclamation Facility",25000,6,0,0,0,0,0,0,0,0
